/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170131-01_cleaned_paired.fq.gz	29034790
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170203-01_cleaned_paired.fq.gz	32216162
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170207-01_cleaned_paired.fq.gz	39470422
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170210-01_cleaned_paired.fq.gz	19983680
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170214-01_cleaned_paired.fq.gz	30492724
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170221-01_cleaned_paired.fq.gz	38542956
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170224-01_cleaned_paired.fq.gz	13276580
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170228-01_cleaned_paired.fq.gz	24361916
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170303-01_cleaned_paired.fq.gz	29888966
/shared/homes/s1/pig_microbiome/out_new/14159/reads/14159-170309-01_cleaned_paired.fq.gz	34563900
/shared/homes/s1/pig_microbiome/out_new/14160/reads/14160-170131-01_cleaned_paired.fq.gz	29142468
/shared/homes/s1/pig_microbiome/out_new/14160/reads/14160-170201-01_cleaned_paired.fq.gz	3914704
/shared/homes/s1/pig_microbiome/out_new/14160/reads/14160-170201-02_cleaned_paired.fq.gz	39296546
/shared/homes/s1/pig_microbiome/out_new/14160/reads/14160-170207-01_cleaned_paired.fq.gz	49573182
/shared/homes/s1/pig_microbiome/out_new/14160/reads/14160-170214-01_cleaned_paired.fq.gz	33221284
/shared/homes/s1/pig_microbiome/out_new/14161/reads/14161-170131-01_cleaned_paired.fq.gz	18301700
/shared/homes/s1/pig_microbiome/out_new/14161/reads/14161-170207-01_cleaned_paired.fq.gz	28307388
/shared/homes/s1/pig_microbiome/out_new/14161/reads/14161-170214-01_cleaned_paired.fq.gz	17964128
/shared/homes/s1/pig_microbiome/out_new/14162/reads/14162-170201-01_cleaned_paired.fq.gz	29871064
/shared/homes/s1/pig_microbiome/out_new/14162/reads/14162-170201-02_cleaned_paired.fq.gz	42770628
/shared/homes/s1/pig_microbiome/out_new/14162/reads/14162-170207-01_cleaned_paired.fq.gz	49297722
/shared/homes/s1/pig_microbiome/out_new/14162/reads/14162-170214-01_cleaned_paired.fq.gz	26293494
/shared/homes/s1/pig_microbiome/out_new/14162/reads/14162-170216-01_cleaned_paired.fq.gz	24243224
/shared/homes/s1/pig_microbiome/out_new/14163/reads/14163-170131-01_cleaned_paired.fq.gz	31871332
/shared/homes/s1/pig_microbiome/out_new/14163/reads/14163-170207-01_cleaned_paired.fq.gz	34496562
/shared/homes/s1/pig_microbiome/out_new/14163/reads/14163-170214-01_cleaned_paired.fq.gz	84284888
