p_value,which_colldate,which_PC,comparison,group_1,group_2,groupsplit,test
0.285543416088342,t8,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t8,pairwise.t.test
0.885362701241604,t9,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t9,pairwise.t.test
0.720141556460029,t9,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t9,pairwise.t.test
0.978687550704095,t9,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t9,pairwise.t.test
0.570143872879469,t9,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t9,pairwise.t.test
0.000989104227478121,t9,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupD_t9,pairwise.t.test
0.152320317894359,t0,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t0,pairwise.t.test
0.840814508419577,t0,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t0,pairwise.t.test
0.307692589251782,t0,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t0,pairwise.t.test
0.117248516313148,t0,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t0,pairwise.t.test
0.0356715430607802,t0,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t0,pairwise.t.test
0.278689133920395,t2,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t2,pairwise.t.test
0.0954703559636762,t2,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t2,pairwise.t.test
0.837019279468705,t2,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t2,pairwise.t.test
0.529652412912007,t2,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t2,pairwise.t.test
0.295648488438287,t2,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t2,pairwise.t.test
0.218944566756246,t4,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t4,pairwise.t.test
0.339092247981169,t4,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t4,pairwise.t.test
0.836686263266919,t4,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t4,pairwise.t.test
0.131907620973692,t4,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t4,pairwise.t.test
0.814186958461758,t4,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t4,pairwise.t.test
0.317147559806594,t6,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t6,pairwise.t.test
0.766525528152786,t6,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t6,pairwise.t.test
0.930091818656016,t6,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t6,pairwise.t.test
0.0628482169501911,t6,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t6,pairwise.t.test
0.155725854500153,t6,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t6,pairwise.t.test
0.890700184328477,t8,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t8,pairwise.t.test
0.947572467487695,t8,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t8,pairwise.t.test
0.0525464095624155,t8,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t8,pairwise.t.test
0.063692516931337,t8,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t8,pairwise.t.test
0.370952876889209,t8,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t8,pairwise.t.test
0.487540154387899,t9,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t9,pairwise.t.test
0.446964172932598,t9,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t9,pairwise.t.test
0.283463802025982,t9,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t9,pairwise.t.test
0.183198167066376,t9,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t9,pairwise.t.test
0.896667132199532,t9,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupE_t9,pairwise.t.test
0.18772085081476,t0,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t0,pairwise.t.test
0.161229855400472,t0,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t0,pairwise.t.test
0.303938129946573,t0,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t0,pairwise.t.test
0.43194815131584,t0,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t0,pairwise.t.test
0.831084765968247,t0,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t0,pairwise.t.test
0.855900743571429,t2,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t2,pairwise.t.test
0.758169601619264,t2,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t2,pairwise.t.test
0.0162467568237492,t2,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t2,pairwise.t.test
0.278717598172366,t2,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t2,pairwise.t.test
0.392472350106096,t2,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t2,pairwise.t.test
0.108210790734053,t4,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t4,pairwise.t.test
0.974484715001621,t4,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t4,pairwise.t.test
0.428127880544128,t4,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t4,pairwise.t.test
0.747286232040868,t4,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t4,pairwise.t.test
0.97707676392996,t4,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t4,pairwise.t.test
0.161937937465197,t6,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t6,pairwise.t.test
0.0138381911166965,t6,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t6,pairwise.t.test
0.79247591362173,t6,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t6,pairwise.t.test
0.167115778622181,t6,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t6,pairwise.t.test
0.908684299150599,t6,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t6,pairwise.t.test
0.164011652321829,t8,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t8,pairwise.t.test
0.0311627749067367,t8,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t8,pairwise.t.test
0.0399615899977332,t8,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t8,pairwise.t.test
0.296065991146916,t8,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t8,pairwise.t.test
0.221891163326717,t8,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t8,pairwise.t.test
0.466096672434657,t9,PC1,Control_vs_D-Scour,Control,D-Scour,groupF_t9,pairwise.t.test
0.822655522644769,t9,PC2,Control_vs_D-Scour,Control,D-Scour,groupF_t9,pairwise.t.test
0.0468333942979878,t9,PC3,Control_vs_D-Scour,Control,D-Scour,groupF_t9,pairwise.t.test
0.263908698372947,t9,PC4,Control_vs_D-Scour,Control,D-Scour,groupF_t9,pairwise.t.test
0.109986138662588,t9,PC5,Control_vs_D-Scour,Control,D-Scour,groupF_t9,pairwise.t.test
0.679397959726463,t0,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t0,pairwise.t.test
0.408574526208429,t0,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t0,pairwise.t.test
0.894118439880993,t0,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t0,pairwise.t.test
0.0565143768946702,t0,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t0,pairwise.t.test
0.916502111434863,t0,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t0,pairwise.t.test
0.727470689366273,t2,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t2,pairwise.t.test
0.785193580383093,t2,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t2,pairwise.t.test
0.501409317475557,t2,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t2,pairwise.t.test
0.471139885484459,t2,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t2,pairwise.t.test
0.00893201436588516,t2,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t2,pairwise.t.test
0.0192456831422144,t4,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t4,pairwise.t.test
0.539615573657851,t4,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t4,pairwise.t.test
0.186545231800635,t4,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t4,pairwise.t.test
0.994564581488033,t4,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t4,pairwise.t.test
0.680447103653991,t4,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t4,pairwise.t.test
0.232253001622864,t6,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t6,pairwise.t.test
0.451846781600025,t6,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t6,pairwise.t.test
0.941830153935959,t6,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t6,pairwise.t.test
0.63824012090209,t6,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t6,pairwise.t.test
0.897098567506549,t6,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t6,pairwise.t.test
0.507999832839893,t8,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t8,pairwise.t.test
0.505846139479262,t8,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t8,pairwise.t.test
0.00797666138153124,t8,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t8,pairwise.t.test
0.865074221365346,t8,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t8,pairwise.t.test
0.0143857762378228,t8,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t8,pairwise.t.test
0.600011886464255,t9,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupG_t9,pairwise.t.test
0.32774190873519,t9,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupG_t9,pairwise.t.test
0.555830446023484,t9,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupG_t9,pairwise.t.test
0.184740175258307,t9,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupG_t9,pairwise.t.test
0.522860280203638,t9,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupG_t9,pairwise.t.test
