collection_date,sample_size,unrooted_pd,bwpd,pc1,pc2,pc3,pc4,pc5,grouping,test
t3,18,0.124822506852552,0.904547963456867,0.0123255023298596,0.801959473134739,0.163839516373897,0.271746571170638,0.404884564059641,birth day - Duroc x Landrace,Kruskal-Wallis
t4,38,0.128623106367986,0.749018259762797,0.9858772019542,0.770099586097303,0.34240295580646,0.946996289138438,0.658495475958438,birth day - Duroc x Landrace,Kruskal-Wallis
t5,6,0.47100353245495,0.47100353245495,0.299780588595712,0.218750730041552,0.218750730041552,0.218750730041552,0.218750730041552,birth day - Duroc x Landrace,Kruskal-Wallis
t6,31,0.704379107051856,0.335867728711632,0.446738079343123,0.0916332453313306,0.333529023767115,0.576015054186279,0.0284332032159585,birth day - Duroc x Landrace,Kruskal-Wallis
t7,17,0.375781087807403,0.89132678858463,0.06653872980854,0.632438648991573,0.0301279199782703,0.567402633430497,0.0706992648708289,birth day - Duroc x Landrace,Kruskal-Wallis
t8,31,0.442751806424764,0.643966541522384,0.314537664578633,0.395876876104894,0.764051173221954,0.0858759498620427,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis
t9,17,0.748148996284074,0.485174795492198,0.803624199811532,0.921325605023571,0.153495104090172,0.666076972531292,0.494243244936225,birth day - Duroc x Landrace,Kruskal-Wallis
t0,59,0.0953001145967097,0.176594820143731,0.389586849695935,0.481754593436577,0.894385272763246,0.825676822148209,0.0772919447858105,birth day - Duroc x Large white,Kruskal-Wallis
t1,24,0.281403447992681,0.965568255237743,0.309934034318778,0.214266763720594,0.110557013243505,0.157381595682748,0.091470138658511,birth day - Duroc x Large white,Kruskal-Wallis
t10,33,0.793632583750175,0.347675725455908,0.249421284348832,0.271947713989826,0.234233900619911,0.279214503786986,0.40045696817198,birth day - Duroc x Large white,Kruskal-Wallis
t2,56,0.138100743605552,0.521563000493953,0.193858174796496,0.442348285213777,0.191856126489866,0.362755022387906,0.586723699075291,birth day - Duroc x Large white,Kruskal-Wallis
t3,24,0.906491388386437,0.714637868671437,0.485385763871453,0.450217885778959,0.523123805983268,0.136321701672696,0.276442568150262,birth day - Duroc x Large white,Kruskal-Wallis
t4,51,0.937198479545665,0.0631879559298771,0.22384701324629,0.131702303857956,0.535973147185281,0.683837184898738,0.68290953120498,birth day - Duroc x Large white,Kruskal-Wallis
t5,11,0.237645435087101,0.932632294996749,0.945203601819641,0.93455271558488,0.650490858576355,0.724102317349536,0.376011107043165,birth day - Duroc x Large white,Kruskal-Wallis
t6,33,0.774858461483642,0.666964542943412,0.629443695612474,0.350206210552688,0.715900931198517,0.11237880525774,0.304052825077215,birth day - Duroc x Large white,Kruskal-Wallis
t7,24,0.342855492262329,0.708364901476797,0.515660214545349,0.330461891499858,0.0603164898296467,0.64696641281851,0.374432218412034,birth day - Duroc x Large white,Kruskal-Wallis
t8,33,0.27141628946701,0.998769153628355,0.48880847243942,0.883749698035037,0.77292329761636,0.166090586668825,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis
t9,23,0.306145919799948,0.21312282900923,0.229227910126211,0.489964636436924,0.36512935967801,0.275135708288724,0.244493208692779,birth day - Duroc x Large white,Kruskal-Wallis
all,784,0.0114577843962356,0.0282593531888083,9.94927166093195e-06,3.7265628142152e-06,9.0235343153225e-06,1.87500344457618e-06,0.0231524957305905,maternal_sow,Kruskal-Wallis
t0,126,0.000647155585910844,0.00473854686315332,0.00740969919988323,0.0379947153056115,0.0413859989628824,0.50573061358689,0.0202370685031964,maternal_sow,Kruskal-Wallis
t1,48,0.348692916532962,0.191000786322048,0.408236286584143,0.0860537486733603,0.177203722148289,0.6699917210443,0.211360917862328,maternal_sow,Kruskal-Wallis
t10,72,0.751802974408113,0.494013387201954,0.318694381163477,0.364965947302601,0.367482704236046,0.0446934992486834,0.0607301539900153,maternal_sow,Kruskal-Wallis
t2,118,0.586712128165529,0.119114714900064,0.0353810064458428,0.0317286180870341,0.014273987299387,0.32605315281471,0.49825798960651,maternal_sow,Kruskal-Wallis
t3,49,0.746293418982774,0.425606339083036,0.0830187014652374,0.590705967514324,0.3803964728469,0.216490239112869,0.160405268792186,maternal_sow,Kruskal-Wallis
t4,108,0.282542458800161,0.332828866903559,0.370560174207352,0.400419717586561,0.110500958064883,0.611958810027002,0.29218175073031,maternal_sow,Kruskal-Wallis
t5,24,0.637896962016609,0.3056952032032,0.31605151557255,0.316799491685372,0.257862719314552,0.397936936864869,0.182549585174549,maternal_sow,Kruskal-Wallis
t6,72,0.355003418202516,0.714813275547156,0.379464649977354,0.209834323298331,0.679046602538448,0.128197288642848,0.257559738634135,maternal_sow,Kruskal-Wallis
t7,48,0.338765398051663,0.460212199398471,0.19774467179852,0.142705912992422,0.139031301757935,0.570410580904288,0.458682907246739,maternal_sow,Kruskal-Wallis
t8,72,0.205480795572282,0.701356169466099,0.25243388432622,0.2087845184408,0.737214644890469,0.0546176579433865,0.804104977046038,maternal_sow,Kruskal-Wallis
t9,47,0.40076430071764,0.326588616404548,0.355530788301465,0.358108942177189,0.512011785503556,0.7225931059689,0.303874957522891,maternal_sow,Kruskal-Wallis
all,784,0.00243510672664523,0.00788874173567666,7.92259367525021e-06,2.08762370066121e-06,1.75005984307839e-05,2.9816191991005e-07,0.00646177158644968,nurse_sow,Kruskal-Wallis
t0,126,0.00303651324137894,0.00675551197338447,0.0063416633708882,0.129485793079624,0.0267027409807121,0.449525984550053,0.0258717611221395,nurse_sow,Kruskal-Wallis
t1,48,0.211970249115116,0.174192421137245,0.340733444046147,0.0864563578913926,0.145932122090059,0.568627606430934,0.176669647750412,nurse_sow,Kruskal-Wallis
t10,72,0.776966746075175,0.43842653620839,0.246614030965916,0.298841500618317,0.337636551312384,0.0855336741220869,0.100329338770433,nurse_sow,Kruskal-Wallis
t2,118,0.522852636032443,0.21355993678308,0.132173326674487,0.0328033264954922,0.134624380796387,0.141223972206485,0.478940022143075,nurse_sow,Kruskal-Wallis
t3,49,0.679343239762406,0.448619743135323,0.0669151273093727,0.760507963582347,0.32933896366477,0.111132722524736,0.143787171815248,nurse_sow,Kruskal-Wallis
t4,108,0.588238229608788,0.505019367003214,0.56164323859729,0.338732560962292,0.247148569491149,0.498094706173259,0.306705743085965,nurse_sow,Kruskal-Wallis
t5,24,0.494978079316489,0.374059560934547,0.453011895804514,0.522653707896383,0.430466315559031,0.402417515360406,0.351570459474729,nurse_sow,Kruskal-Wallis
t6,72,0.412391082183515,0.927931160434184,0.271596630656383,0.173424131283696,0.573645210948252,0.0915623753396146,0.299200151527433,nurse_sow,Kruskal-Wallis
t7,48,0.256957990147057,0.363044002163375,0.13850382992708,0.110702433862308,0.0921908015320503,0.472867732677661,0.251682027391198,nurse_sow,Kruskal-Wallis
t8,72,0.241404631965605,0.704060648367653,0.266837488475776,0.109143986908636,0.793598843869713,0.127233448826187,0.830185555639174,nurse_sow,Kruskal-Wallis
t9,47,0.323492726737847,0.499765868619834,0.431412322563451,0.349300744595772,0.416824262169285,0.68109864007966,0.390342923272204,nurse_sow,Kruskal-Wallis
all,784,0.545520573036088,0.0276129608847721,0.0156849808533547,0.0417521464461356,0.501587098842188,0.162512529819232,0.0594323469258731,cohorts,Kruskal-Wallis
