collection_date,sample_size,unrooted_pd,bwpd,pc1,pc2,pc3,pc4,pc5,grouping,test,padj_method
t0,46,0.0363842351237929,0.234261734212984,0.9858772019542,0.287528268671774,0.764051173221954,0.942823318961815,0.192141273979349,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t1,17,0.935186245355093,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.946996289138438,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t10,31,0.943753819189256,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.946996289138438,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t2,42,0.943753819189256,0.132221562325216,0.9858772019542,0.0552462281043536,0.234840771579029,0.946996289138438,0.691940542910715,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t3,18,0.872840495664753,0.904547963456867,0.135580525628455,0.921325605023571,0.764051173221954,0.946996289138438,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t4,38,0.872840495664753,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.946996289138438,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t5,6,0.943753819189256,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.942823318961815,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t6,31,0.943753819189256,0.904547963456867,0.9858772019542,0.733065962650645,0.764051173221954,0.946996289138438,0.284332032159585,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t7,17,0.943753819189256,0.904547963456867,0.6653872980854,0.921325605023571,0.301279199782703,0.946996289138438,0.565594118966632,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t8,31,0.943753819189256,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.822878648837541,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t9,17,0.943753819189256,0.904547963456867,0.9858772019542,0.921325605023571,0.764051173221954,0.946996289138438,0.764499100455287,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t0,59,0.685710984524659,0.998769153628355,0.944165543418711,0.93455271558488,0.894385272763246,0.825676822148209,0.618335558286484,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t1,24,0.937198479545665,0.998769153628355,0.929802102956335,0.857067054882377,0.883340911561554,0.825676822148209,0.640731149075167,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t10,33,0.937198479545665,0.998769153628355,0.839258260816632,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t2,56,0.828604461633309,0.998769153628355,0.786804619515592,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t3,24,0.937198479545665,0.998769153628355,0.945203601819641,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t4,51,0.937198479545665,0.695067515228648,0.839258260816632,0.734946954655386,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t5,11,0.937198479545665,0.998769153628355,0.945203601819641,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t6,33,0.937198479545665,0.998769153628355,0.945203601819641,0.93455271558488,0.894385272763246,0.786651636804182,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t7,24,0.937198479545665,0.998769153628355,0.945203601819641,0.93455271558488,0.608063572839279,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t8,33,0.937198479545665,0.998769153628355,0.945203601819641,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t9,23,0.937198479545665,0.998769153628355,0.839258260816632,0.93455271558488,0.894385272763246,0.825676822148209,0.779627851161032,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t0,126,0.00711871144501928,0.0521240154946865,0.0815066911987155,0.379947153056115,0.413859989628824,0.7225931059689,0.22260775353516,maternal_sow,Kruskal-Wallis,Hommel
t1,48,0.751802974408113,0.714813275547156,0.408236286584143,0.480503661103873,0.737214644890469,0.7225931059689,0.664343986142013,maternal_sow,Kruskal-Wallis,Hommel
t10,72,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.446934992486834,0.485841231920122,maternal_sow,Kruskal-Wallis,Hommel
t2,118,0.751802974408113,0.714688289400387,0.353810064458428,0.31728618087034,0.157013860293257,0.7225931059689,0.804104977046038,maternal_sow,Kruskal-Wallis,Hommel
t3,49,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.7225931059689,0.641621075168744,maternal_sow,Kruskal-Wallis,Hommel
t4,108,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.665693827482075,0.7225931059689,0.747386984409765,maternal_sow,Kruskal-Wallis,Hommel
t5,24,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.7225931059689,0.664343986142013,maternal_sow,Kruskal-Wallis,Hommel
t6,72,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.7225931059689,0.747386984409765,maternal_sow,Kruskal-Wallis,Hommel
t7,48,0.751802974408113,0.714813275547156,0.408236286584143,0.533892956782081,0.737214644890469,0.7225931059689,0.804104977046038,maternal_sow,Kruskal-Wallis,Hommel
t8,72,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.546176579433865,0.804104977046038,maternal_sow,Kruskal-Wallis,Hommel
t9,47,0.751802974408113,0.714813275547156,0.408236286584143,0.590705967514324,0.737214644890469,0.7225931059689,0.747386984409765,maternal_sow,Kruskal-Wallis,Hommel
t0,126,0.0334016456551683,0.0743106317072292,0.0697582970797702,0.582167907659621,0.293730150787834,0.68109864007966,0.284589372343534,nurse_sow,Kruskal-Wallis,Hommel
t1,48,0.776966746075175,0.841698945005357,0.56164323859729,0.518738147348356,0.717056513685315,0.68109864007966,0.638586696190767,nurse_sow,Kruskal-Wallis,Hommel
t10,72,0.776966746075175,0.927931160434185,0.56164323859729,0.760507963582347,0.793598843869713,0.598735718854608,0.57472802657169,nurse_sow,Kruskal-Wallis,Hommel
t2,118,0.776966746075175,0.854239747132319,0.56164323859729,0.323714482699059,0.673121903981933,0.68109864007966,0.830185555639174,nurse_sow,Kruskal-Wallis,Hommel
t3,49,0.776966746075175,0.927931160434185,0.517727880919445,0.760507963582347,0.793598843869713,0.666796335148415,0.598675027678844,nurse_sow,Kruskal-Wallis,Hommel
t4,108,0.776966746075175,0.927931160434185,0.56164323859729,0.760507963582347,0.764860281264336,0.68109864007966,0.718410033214613,nurse_sow,Kruskal-Wallis,Hommel
t5,24,0.776966746075175,0.927931160434185,0.56164323859729,0.760507963582347,0.793598843869713,0.68109864007966,0.718410033214613,nurse_sow,Kruskal-Wallis,Hommel
t6,72,0.776966746075175,0.927931160434185,0.56164323859729,0.693696525134784,0.793598843869713,0.640936627377302,0.718410033214613,nurse_sow,Kruskal-Wallis,Hommel
t7,48,0.776966746075175,0.927931160434185,0.56164323859729,0.553512169311542,0.602652841782643,0.68109864007966,0.718410033214613,nurse_sow,Kruskal-Wallis,Hommel
t8,72,0.776966746075175,0.927931160434185,0.56164323859729,0.54571993454318,0.793598843869713,0.68109864007966,0.830185555639174,nurse_sow,Kruskal-Wallis,Hommel
t9,47,0.776966746075175,0.927931160434185,0.56164323859729,0.760507963582347,0.793598843869713,0.68109864007966,0.780685846544407,nurse_sow,Kruskal-Wallis,Hommel
